Filename | Truth | Image Pred | Radar Pred
File_381 | Cyclist | Car | Car
File_382 | Cyclist | Car | Car
File_383 | Cyclist | Car | Car
File_384 | Cyclist | Car | Car
File_385 | Cyclist | Car | Car
File_386 | Cyclist | Car | Car
File_387 | Cyclist | Car | Car
File_388 | Cyclist | Car | Car
File_389 | Cyclist | Car | Car
File_390 | Cyclist | Car | Car
File_391 | Cyclist | Car | Car
File_392 | Cyclist | Car | Car
File_393 | Cyclist | Car | Car
File_394 | Cyclist | Car | Car
File_395 | Cyclist | Car | Car
File_396 | Cyclist | Car | Car
File_397 | Cyclist | Car | Car
File_398 | Cyclist | Car | Car
File_399 | Cyclist | Car | Car
File_400 | Cyclist | Car | Car
File_401 | Cyclist | Car | Car
File_402 | Cyclist | Car | Car
File_403 | Cyclist | Car | Car
File_404 | Cyclist | Car | Car
File_405 | Cyclist | Car | Car
File_406 | Cyclist | Car | Car
File_407 | Cyclist | Car | Car
File_408 | Cyclist | Car | Car
File_409 | Cyclist | Car | Car
File_410 | Cyclist | Car | Car
File_411 | Cyclist | Car | Car
File_412 | Cyclist | Car | Car
File_413 | Cyclist | Car | Car
File_414 | Cyclist | Car | Car
File_415 | Cyclist | Car | Car
File_416 | Cyclist | Car | Car
File_417 | Cyclist | Car | Car
File_418 | Cyclist | Car | Car
File_419 | Cyclist | Car | Car
File_420 | Cyclist | Car | Car
File_421 | Cyclist | Car | Car
File_422 | Cyclist | Car | Car
File_423 | Cyclist | Car | Car
File_424 | Cyclist | Car | Car
File_425 | Cyclist | Car | Car
File_426 | Cyclist | Car | Car
File_427 | Cyclist | Car | Car
File_428 | Cyclist | Car | Car
File_429 | Cyclist | Car | Car
File_430 | Cyclist | Car | Car
File_431 | Cyclist | Car | Car
File_432 | Cyclist | Car | Car
File_433 | Cyclist | Car | Car
File_434 | Cyclist | Car | Car
File_435 | Cyclist | Car | Car
File_436 | Cyclist | Car | Car
File_437 | Cyclist | Car | Car
File_438 | Cyclist | Car | Car
File_439 | Cyclist | Car | Car
File_440 | Cyclist | Car | Car
File_441 | Cyclist | Car | Car
File_442 | Cyclist | Car | Car
File_443 | Cyclist | Car | Car
File_444 | Cyclist | Car | Car
File_445 | Cyclist | Car | Car
File_446 | Cyclist | Car | Car
File_447 | Cyclist | Car | Car
File_448 | Cyclist | Car | Car
File_449 | Cyclist | Car | Car
File_450 | Cyclist | Car | Car
File_451 | Cyclist | Car | Car
File_452 | Cyclist | Car | Car
File_453 | Cyclist | Car | Car
File_454 | Cyclist | Car | Car
File_455 | Cyclist | Car | Car
File_456 | Cyclist | Car | Car
File_457 | Cyclist | Car | Car
File_458 | Cyclist | Car | Car
File_459 | Cyclist | Car | Car
File_460 | Cyclist | Car | Car
File_461 | Cyclist | Car | Car
File_462 | Cyclist | Car | Car
File_463 | Cyclist | Car | Car
File_464 | Cyclist | Car | Car
File_465 | Cyclist | Car | Car
File_466 | Cyclist | Car | Car
File_467 | Cyclist | Car | Car
File_468 | Cyclist | Car | Car
File_469 | Cyclist | Car | Car
File_470 | Cyclist | Car | Car
File_471 | Cyclist | Car | Car
File_472 | Cyclist | Car | Car
File_473 | Cyclist | Car | Car
File_474 | Cyclist | Car | Car
File_475 | Cyclist | Car | Car
File_476 | Cyclist | Car | Car
File_477 | Cyclist | Car | Car
File_478 | Cyclist | Car | Car
File_479 | Cyclist | Car | Car
File_480 | Cyclist | Car | Car
File_481 | Cyclist | Car | Car
File_482 | Cyclist | Car | Car
File_483 | Cyclist | Car | Car
File_484 | Cyclist | Car | Car
File_485 | Cyclist | Car | Car
File_486 | Cyclist | Car | Car
File_487 | Cyclist | Car | Car
File_488 | Cyclist | Car | Car
File_489 | Cyclist | Car | Car
File_490 | Cyclist | Car | Car
File_491 | Cyclist | Car | Car
File_492 | Cyclist | Car | Car
File_493 | Cyclist | Car | Car
File_494 | Cyclist | Car | Car
File_495 | Cyclist | Car | Car
File_496 | Cyclist | Car | Car
File_497 | Cyclist | Car | Car
File_498 | Cyclist | Car | Car
File_499 | Cyclist | Car | Car
File_500 | Cyclist | Car | Car
File_501 | Cyclist | Car | Car
File_502 | Cyclist | Car | Car
File_503 | Cyclist | Car | Car
File_504 | Cyclist | Car | Car
File_505 | Cyclist | Car | Car
File_506 | Cyclist | Car | Car
File_507 | Cyclist | Car | Car
File_508 | Cyclist | Car | Car
File_509 | Cyclist | Car | Car
File_510 | Cyclist | Car | Car
File_511 | Cyclist | Car | Car
File_512 | Cyclist | Car | Car
File_513 | Cyclist | Car | Car
File_514 | Cyclist | Car | Car
File_515 | Cyclist | Car | Car
File_516 | Cyclist | Car | Car
File_517 | Cyclist | Car | Car
File_518 | Cyclist | Car | Car
File_519 | Cyclist | Car | Car
File_520 | Cyclist | Car | Car
File_521 | Cyclist | Car | Car
File_522 | Cyclist | Car | Car
File_523 | Cyclist | Car | Car
File_524 | Cyclist | Car | Car
File_525 | Cyclist | Car | Car
File_526 | Cyclist | Car | Car
File_527 | Cyclist | Car | Car
File_528 | Cyclist | Car | Car
File_529 | Cyclist | Car | Car
File_530 | Cyclist | Car | Car
File_531 | Cyclist | Car | Car
File_532 | Cyclist | Car | Car
File_533 | Cyclist | Car | Car
File_534 | Cyclist | Car | Car
File_535 | Cyclist | Car | Car
File_536 | Cyclist | Car | Car
File_537 | Cyclist | Car | Car
File_538 | Cyclist | Car | Car
File_539 | Cyclist | Car | Car
File_540 | Cyclist | Car | Car
File_541 | Cyclist | Car | Car
File_542 | Cyclist | Car | Car
File_543 | Cyclist | Car | Car
File_544 | Cyclist | Car | Car
File_545 | Cyclist | Car | Car
File_546 | Cyclist | Car | Car
File_547 | Cyclist | Car | Car
File_548 | Cyclist | Car | Car
File_549 | Cyclist | Car | Car
File_550 | Cyclist | Car | Car
File_551 | Cyclist | Car | Car
File_552 | Cyclist | Car | Car
File_553 | Cyclist | Car | Car
File_554 | Cyclist | Car | Car
File_555 | Cyclist | Car | Car
File_556 | Cyclist | Car | Car
File_557 | Cyclist | Car | Car
File_558 | Cyclist | Car | Car
File_559 | Cyclist | Car | Car
File_560 | Cyclist | Car | Car
File_561 | Cyclist | Car | Car
File_562 | Cyclist | Car | Car
File_563 | Cyclist | Car | Car
File_564 | Cyclist | Car | Car
File_565 | Cyclist | Car | Car
File_566 | Cyclist | Car | Car
File_567 | Cyclist | Car | Car
File_568 | Cyclist | Car | Car
File_569 | Cyclist | Car | Car
File_570 | Cyclist | Car | Car
File_571 | Cyclist | Car | Car
File_572 | Cyclist | Car | Car
File_573 | Cyclist | Car | Car
File_574 | Cyclist | Car | Car
File_575 | Cyclist | Car | Car
File_576 | Cyclist | Car | Car
File_577 | Cyclist | Car | Car
File_578 | Cyclist | Car | Car
File_579 | Cyclist | Car | Car
File_580 | Cyclist | Car | Car
File_581 | Cyclist | Car | Car
File_582 | Cyclist | Car | Car
File_583 | Cyclist | Car | Car
File_584 | Cyclist | Car | Car
File_585 | Cyclist | Car | Car
File_586 | Cyclist | Car | Car
File_587 | Cyclist | Car | Car
File_588 | Cyclist | Car | Car
File_589 | Cyclist | Car | Car
File_590 | Cyclist | Car | Car
File_591 | Cyclist | Car | Car
File_592 | Cyclist | Car | Car
File_593 | Cyclist | Car | Car
File_594 | Cyclist | Car | Car
File_595 | Cyclist | Car | Car
File_596 | Cyclist | Car | Car
File_597 | Cyclist | Car | Car
File_598 | Cyclist | Car | Car
File_599 | Cyclist | Car | Car
File_600 | Cyclist | Car | Car
File_601 | Cyclist | Car | Car
File_602 | Cyclist | Car | Car
File_603 | Cyclist | Car | Car
File_604 | Cyclist | Car | Car
File_605 | Cyclist | Car | Car
File_606 | Cyclist | Car | Car
File_607 | Cyclist | Car | Car
File_608 | Cyclist | Car | Car
File_609 | Cyclist | Car | Car
File_610 | Cyclist | Car | Car
File_611 | Cyclist | Car | Car
File_612 | Cyclist | Car | Car
File_613 | Cyclist | Car | Car
File_614 | Cyclist | Car | Car
File_615 | Cyclist | Car | Car
File_616 | Cyclist | Car | Car
File_617 | Cyclist | Car | Car
File_618 | Cyclist | Car | Car
File_619 | Cyclist | Car | Car
File_620 | Cyclist | Car | Car
File_621 | Cyclist | Car | Car
File_622 | Cyclist | Car | Car
File_623 | Cyclist | Car | Car
File_624 | Cyclist | Car | Car
File_625 | Cyclist | Car | Car
File_626 | Cyclist | Car | Car
File_627 | Cyclist | Car | Car
File_628 | Cyclist | Car | Car
File_629 | Cyclist | Car | Car
File_630 | Cyclist | Car | Car
File_631 | Cyclist | Car | Car
File_632 | Cyclist | Car | Car
File_633 | Cyclist | Car | Car
File_634 | Cyclist | Car | Car
File_635 | Cyclist | Car | Car
File_636 | Cyclist | Car | Car
File_637 | Cyclist | Car | Car
File_638 | Cyclist | Car | Car
File_639 | Cyclist | Car | Car
File_640 | Cyclist | Car | Car
File_641 | Cyclist | Car | Car
File_642 | Cyclist | Car | Car
File_643 | Cyclist | Car | Car
File_644 | Cyclist | Car | Car
File_645 | Cyclist | Car | Car
File_646 | Cyclist | Car | Car
File_647 | Cyclist | Car | Car
File_648 | Cyclist | Car | Car
File_649 | Cyclist | Car | Car
File_650 | Cyclist | Car | Car
File_651 | Cyclist | Car | Car
File_652 | Cyclist | Car | Car
File_653 | Cyclist | Car | Car
File_654 | Cyclist | Car | Car
File_655 | Cyclist | Car | Car
File_656 | Cyclist | Car | Car
File_657 | Cyclist | Car | Car
File_658 | Cyclist | Car | Car
File_659 | Cyclist | Car | Car
File_660 | Cyclist | Car | Car
File_661 | Cyclist | Car | Car
File_662 | Cyclist | Car | Car
File_663 | Cyclist | Car | Car
File_664 | Cyclist | Car | Car
File_665 | Cyclist | Car | Car
File_666 | Cyclist | Car | Car
File_667 | Cyclist | Car | Car
File_668 | Cyclist | Car | Car
File_669 | Cyclist | Car | Car
File_670 | Cyclist | Car | Car
File_671 | Cyclist | Car | Car
File_672 | Cyclist | Car | Car
File_673 | Cyclist | Car | Car
File_674 | Cyclist | Car | Car
File_675 | Cyclist | Car | Car
File_676 | Cyclist | Car | Car
File_677 | Cyclist | Car | Car
File_678 | Cyclist | Car | Car
File_679 | Cyclist | Car | Car
File_680 | Cyclist | Car | Car
File_681 | Cyclist | Car | Car
File_682 | Cyclist | Car | Car
File_683 | Cyclist | Car | Car
File_684 | Cyclist | Car | Car
File_685 | Cyclist | Car | Car
File_686 | Cyclist | Car | Car
File_687 | Cyclist | Car | Car
File_688 | Cyclist | Car | Car
File_689 | Cyclist | Car | Car
File_690 | Cyclist | Car | Car
File_691 | Cyclist | Car | Car
File_692 | Cyclist | Car | Car
File_693 | Cyclist | Car | Car
File_694 | Cyclist | Car | Car
File_695 | Cyclist | Car | Car
File_696 | Cyclist | Car | Car
File_697 | Cyclist | Car | Car
File_698 | Cyclist | Car | Car
File_699 | Cyclist | Car | Car
File_700 | Cyclist | Car | Car
File_701 | Cyclist | Car | Car
File_702 | Cyclist | Car | Car
File_703 | Cyclist | Car | Car
File_704 | Cyclist | Car | Car
File_705 | Cyclist | Car | Car
File_706 | Cyclist | Car | Car
File_707 | Cyclist | Car | Car
File_708 | Cyclist | Car | Car
File_709 | Cyclist | Car | Car
File_710 | Cyclist | Car | Car
File_711 | Cyclist | Car | Car
File_712 | Cyclist | Car | Car
File_713 | Cyclist | Car | Car
File_714 | Cyclist | Car | Car
File_715 | Cyclist | Car | Car
File_716 | Cyclist | Car | Car
File_717 | Cyclist | Car | Car
File_718 | Cyclist | Car | Car
File_719 | Cyclist | Car | Car
File_720 | Cyclist | Car | Car
File_721 | Cyclist | Car | Car
File_722 | Cyclist | Car | Car
File_723 | Cyclist | Car | Car
File_724 | Cyclist | Car | Car
File_725 | Cyclist | Car | Car
File_726 | Cyclist | Car | Car
File_727 | Cyclist | Car | Car
File_728 | Cyclist | Car | Car
File_729 | Cyclist | Car | Car
File_730 | Cyclist | Car | Car
File_731 | Cyclist | Car | Car
File_732 | Cyclist | Car | Car
File_733 | Cyclist | Car | Car
File_734 | Cyclist | Car | Car
File_735 | Cyclist | Car | Car
File_736 | Cyclist | Car | Car
File_737 | Cyclist | Car | Car
File_738 | Cyclist | Car | Car
File_739 | Cyclist | Car | Car
File_740 | Cyclist | Car | Car
File_741 | Cyclist | Car | Car
File_742 | Cyclist | Car | Car
File_743 | Cyclist | Car | Car
File_744 | Cyclist | Car | Car
File_745 | Cyclist | Car | Car
File_746 | Cyclist | Car | Car
File_747 | Cyclist | Car | Car
File_748 | Cyclist | Car | Car
File_749 | Cyclist | Car | Car
File_750 | Cyclist | Car | Car
File_751 | Cyclist | Car | Car
File_752 | Cyclist | Car | Car
File_753 | Cyclist | Car | Car
File_754 | Cyclist | Car | Car
File_755 | Cyclist | Car | Car
File_756 | Cyclist | Car | Car
File_757 | Cyclist | Car | Car
File_758 | Cyclist | Car | Car
File_759 | Cyclist | Car | Car
File_760 | Cyclist | Car | Car
File_761 | Cyclist | Car | Car
File_762 | Cyclist | Car | Car
File_763 | Cyclist | Car | Car
File_764 | Cyclist | Car | Car
File_765 | Cyclist | Car | Car
File_766 | Cyclist | Car | Car
File_767 | Cyclist | Car | Car
File_768 | Cyclist | Car | Car
File_769 | Cyclist | Car | Car
File_770 | Cyclist | Car | Car
File_771 | Cyclist | Car | Car
File_772 | Cyclist | Car | Car
File_773 | Cyclist | Car | Car
File_774 | Cyclist | Car | Car
File_775 | Cyclist | Car | Car
File_776 | Cyclist | Car | Car
File_777 | Cyclist | Car | Car
File_778 | Cyclist | Car | Car
File_779 | Cyclist | Car | Car
File_780 | Cyclist | Car | Car
File_781 | Cyclist | Car | Car
File_782 | Cyclist | Car | Car
File_783 | Cyclist | Car | Car
File_784 | Cyclist | Car | Car
File_785 | Cyclist | Car | Car
File_786 | Cyclist | Car | Car
File_787 | Cyclist | Car | Car
File_788 | Cyclist | Car | Car
File_789 | Cyclist | Car | Car
File_790 | Cyclist | Car | Car
File_791 | Cyclist | Car | Car
File_792 | Cyclist | Car | Car
File_793 | Cyclist | Car | Car
File_794 | Cyclist | Car | Car
File_795 | Cyclist | Car | Car
File_796 | Cyclist | Car | Car
File_797 | Cyclist | Car | Car
File_798 | Cyclist | Car | Car
File_799 | Cyclist | Car | Car
File_800 | Cyclist | Car | Car
File_801 | Cyclist | Car | Car
File_802 | Cyclist | Car | Car
File_803 | Cyclist | Car | Car
File_804 | Cyclist | Car | Car
File_805 | Cyclist | Car | Car
File_806 | Cyclist | Car | Car
File_807 | Cyclist | Car | Car
File_808 | Cyclist | Car | Car
File_809 | Cyclist | Car | Car
File_810 | Cyclist | Car | Car
File_811 | Cyclist | Car | Car
File_812 | Cyclist | Car | Car
File_813 | Cyclist | Car | Car
File_814 | Cyclist | Car | Car
File_815 | Cyclist | Car | Car
File_816 | Cyclist | Car | Car
File_817 | Cyclist | Car | Car
File_818 | Cyclist | Car | Car
File_819 | Cyclist | Car | Car
File_820 | Cyclist | Car | Car
